,Hospital Type,Hospital Ownership,Emergency Services,Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
3680,,,,420027,ANMED HEALTH,800 N FANT ST,,,ANDERSON,SC,29621.0,ANDERSON,8642611109.0,15.1,No Different than U.S. National Rate,12.3,18.6,312,,12.4,No Different than U.S. National Rate,10.5,14.5,662,,10.9,No Different than U.S. National Rate,9.4,12.6,1013,,17.1,No Different than U.S. National Rate,14.3,20.5,317,,23.4,No Different than U.S. National Rate,20.8,26.2,761,,18.4,No Different than U.S. National Rate,16.3,20.8,1016,
3681,,,,420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,,,WALTERBORO,SC,29488.0,COLLETON,8437822000.0,Not Available,Number of Cases Too Small,Not Available,Not Available,22,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.7,No Different than U.S. National Rate,8.0,14.0,208,,11.3,No Different than U.S. National Rate,8.3,15.4,139,,Not Available,Number of Cases Too Small,Not Available,Not Available,18,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.7,No Different than U.S. National Rate,22.9,30.6,260,,17.2,No Different than U.S. National Rate,13.9,21.0,146,
3682,,,,420033,GREER MEMORIAL HOSPITAL,830 SOUTH BUNCOMBE ROAD,,,GREER,SC,29650.0,GREENVILLE,8648488200.0,14.5,No Different than U.S. National Rate,11.1,18.2,28,,11.2,No Different than U.S. National Rate,8.1,15.1,102,,11.9,No Different than U.S. National Rate,8.9,15.7,174,,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,21.8,No Different than U.S. National Rate,17.8,26.6,109,,18.4,No Different than U.S. National Rate,15.0,22.4,190,
3683,,,,420036,SPRINGS MEMORIAL HOSPITAL,800 W MEETING ST,,,LANCASTER,SC,29720.0,LANCASTER,8032861481.0,14.8,No Different than U.S. National Rate,11.7,18.3,194,,11.9,No Different than U.S. National Rate,9.2,15.3,270,,13.0,No Different than U.S. National Rate,10.3,16.3,268,,20.5,No Different than U.S. National Rate,16.7,24.5,134,,24.6,No Different than U.S. National Rate,21.2,28.5,322,,20.3,No Different than U.S. National Rate,17.0,24.0,268,
3684,,,,420037,HILLCREST MEMORIAL HOSPITAL,729 SOUTH EAST MAIN STREET,,,SIMPSONVILLE,SC,29681.0,GREENVILLE,8644546151.0,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.7,No Different than U.S. National Rate,8.5,16.2,60,,11.3,No Different than U.S. National Rate,8.2,15.5,145,,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.2,No Different than U.S. National Rate,19.5,29.3,66,,16.8,No Different than U.S. National Rate,13.6,20.7,152,
3685,,,,420038,LAURENS COUNTY HEALTHCARE SYSTEM,US HWY 76 PO DRAWER 976,,,CLINTON,SC,29325.0,LAURENS,8648339100.0,Not Available,Number of Cases Too Small,Not Available,Not Available,24,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.8,No Different than U.S. National Rate,8.6,15.9,128,,17.7,Worse than U.S. National Rate,14.3,21.8,223,,Not Available,Number of Cases Too Small,Not Available,Not Available,10,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.2,No Different than U.S. National Rate,20.2,28.6,146,,15.5,No Different than U.S. National Rate,12.6,19.3,207,
3686,,,,420039,WALLACE THOMSON HOSPITAL,322 W SOUTH ST PO BOX 789,,,UNION,SC,29379.0,UNION,8644270351.0,15.2,No Different than U.S. National Rate,11.5,20.0,25,,9.8,No Different than U.S. National Rate,7.0,13.6,115,,10.7,No Different than U.S. National Rate,7.5,14.9,108,,Not Available,Number of Cases Too Small,Not Available,Not Available,12,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.0,No Different than U.S. National Rate,20.7,29.7,133,,17.7,No Different than U.S. National Rate,14.0,22.2,111,
3687,,,,420043,UPSTATE CAROLINA MEDICAL CENTER,1530 N LIMESTONE ST,,,GAFFNEY,SC,29340.0,CHEROKEE,8644874271.0,14.6,No Different than U.S. National Rate,11.1,18.9,35,,10.9,No Different than U.S. National Rate,8.3,14.2,173,,13.6,No Different than U.S. National Rate,10.6,17.1,215,,Not Available,Number of Cases Too Small,Not Available,Not Available,20,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.4,No Different than U.S. National Rate,22.3,30.9,192,,19.3,No Different than U.S. National Rate,15.7,23.0,224,
3688,,,,420048,KERSHAW HEALTH,"HAILE AND ROBERTS STREETS, BOX 7003",,,CAMDEN,SC,29020.0,KERSHAW,8034324311.0,14.6,No Different than U.S. National Rate,11.4,18.6,99,,12.5,No Different than U.S. National Rate,9.9,15.6,309,,14.8,Worse than U.S. National Rate,12.3,17.7,448,,19.2,No Different than U.S. National Rate,15.4,23.6,52,,23.2,No Different than U.S. National Rate,20.2,26.8,362,,20.1,No Different than U.S. National Rate,17.3,23.1,465,
3689,,,,420049,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,,,CONWAY,SC,29526.0,HORRY,8433478037.0,17.3,No Different than U.S. National Rate,13.3,22.1,82,,12.2,No Different than U.S. National Rate,9.4,15.9,260,,11.2,No Different than U.S. National Rate,8.7,14.4,363,,21.3,No Different than U.S. National Rate,17.0,26.1,50,,24.3,No Different than U.S. National Rate,20.7,28.1,305,,18.1,No Different than U.S. National Rate,15.3,21.5,394,
3690,,,,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,,,FLORENCE,SC,29506.0,FLORENCE,8437772900.0,16.2,No Different than U.S. National Rate,13.9,18.9,726,,9.9,No Different than U.S. National Rate,8.2,11.9,816,,13.4,No Different than U.S. National Rate,11.0,15.9,573,,22.2,No Different than U.S. National Rate,19.7,24.7,842,,24.0,No Different than U.S. National Rate,21.8,26.5,1063,,20.0,No Different than U.S. National Rate,17.3,22.9,600,
3691,,,,420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST PO BOX 497,,,NEWBERRY,SC,29108.0,NEWBERRY,8032767570.0,17.0,No Different than U.S. National Rate,12.9,21.6,39,,13.3,No Different than U.S. National Rate,10.1,17.4,133,,15.1,No Different than U.S. National Rate,10.8,20.2,90,,19.0,No Different than U.S. National Rate,14.8,23.8,27,,24.2,No Different than U.S. National Rate,20.2,28.8,156,,17.9,No Different than U.S. National Rate,14.1,22.2,85,
3692,,,,420054,MARLBORO PARK HOSPITAL,1138 CHERAW HIGHWAY,,,BENNETTSVILLE,SC,29512.0,MARLBORO,8434792881.0,Not Available,Number of Cases Too Small,Not Available,Not Available,17,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.0,No Different than U.S. National Rate,7.1,14.2,84,,11.4,No Different than U.S. National Rate,7.5,16.9,46,,Not Available,Number of Cases Too Small,Not Available,Not Available,6,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.5,No Different than U.S. National Rate,19.4,28.2,108,,17.4,No Different than U.S. National Rate,13.4,22.3,52,
3693,,,,420055,MARION REGIONAL HOSPITAL,2829 E HWY 76,,,MULLINS,SC,29574.0,MARION,8434312000.0,15.6,No Different than U.S. National Rate,12.5,19.1,150,,13.5,No Different than U.S. National Rate,10.4,17.4,208,,12.7,No Different than U.S. National Rate,9.5,16.9,138,,22.2,No Different than U.S. National Rate,18.2,26.7,122,,25.8,No Different than U.S. National Rate,22.2,29.9,240,,18.8,No Different than U.S. National Rate,15.0,23.0,140,
3694,,,,420056,BAMBERG COUNTY MEMORIAL HOSPITAL,509 NORTH STREET,,,BAMBERG,SC,29003.0,BAMBERG,8032454321.0,Not Available,Number of Cases Too Small,Not Available,Not Available,21,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.2,No Different than U.S. National Rate,8.1,15.2,46,,11.6,No Different than U.S. National Rate,8.6,15.4,109,,Not Available,Number of Cases Too Small,Not Available,Not Available,18,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,27.3,No Different than U.S. National Rate,22.2,32.9,52,,18.5,No Different than U.S. National Rate,14.9,23.0,110,
3695,,,,420057,MCLEOD MEDICAL CENTER - DARLINGTON,701 CASHUA FERRY ROAD,,,DARLINGTON,SC,29540.0,DARLINGTON,8433951100.0,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.4,No Different than U.S. National Rate,7.5,14.2,44,,10.6,No Different than U.S. National Rate,7.5,15.0,54,,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.2,No Different than U.S. National Rate,18.9,28.0,64,,18.4,No Different than U.S. National Rate,14.6,23.2,58,
3696,,,,420062,CHESTERFIELD GENERAL HOSPITAL,711 CHESTERFIELD HIGHWAY,,,CHERAW,SC,29520.0,CHESTERFIELD,8435377881.0,Not Available,Number of Cases Too Small,Not Available,Not Available,22,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.9,No Different than U.S. National Rate,10.4,18.8,102,,12.0,No Different than U.S. National Rate,9.2,15.8,199,,Not Available,Number of Cases Too Small,Not Available,Not Available,14,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,27.0,No Different than U.S. National Rate,22.3,32.0,120,,21.4,No Different than U.S. National Rate,17.5,25.7,213,
3697,,,,420064,LORIS COMMUNITY HOSPITAL,3655 MITCHELL ST,,,LORIS,SC,29569.0,HORRY,8437167000.0,13.1,No Different than U.S. National Rate,10.2,16.6,110,,13.1,No Different than U.S. National Rate,10.1,17.1,159,,10.0,No Different than U.S. National Rate,7.3,13.7,134,,18.4,No Different than U.S. National Rate,14.9,22.3,92,,23.9,No Different than U.S. National Rate,20.1,28.1,184,,16.9,No Different than U.S. National Rate,13.6,20.8,135,
3698,,,,420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DRIVE,,,CHARLESTON,SC,29414.0,CHARLESTON,8434021000.0,15.8,No Different than U.S. National Rate,12.3,19.9,29,,11.7,No Different than U.S. National Rate,9.1,15.1,170,,10.4,No Different than U.S. National Rate,8.2,13.1,293,,Not Available,Number of Cases Too Small,Not Available,Not Available,21,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.5,No Different than U.S. National Rate,19.9,27.4,189,,16.8,No Different than U.S. National Rate,13.9,20.0,312,
3699,,,,420066,LAKE CITY COMMUNITY HOSPITAL,258 N RON MCNAIR BLVD,,,LAKE CITY,SC,29560.0,FLORENCE,8433742036.0,Not Available,Number of Cases Too Small,Not Available,Not Available,8,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.0,No Different than U.S. National Rate,7.8,15.3,45,,11.9,No Different than U.S. National Rate,8.2,16.5,68,,Not Available,Number of Cases Too Small,Not Available,Not Available,4,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.3,No Different than U.S. National Rate,19.8,29.6,58,,18.0,No Different than U.S. National Rate,14.1,22.6,79,
3700,,,,420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,,,BEAUFORT,SC,29902.0,BEAUFORT,8435225200.0,17.4,No Different than U.S. National Rate,13.7,22.0,92,,12.3,No Different than U.S. National Rate,9.6,15.4,296,,11.3,No Different than U.S. National Rate,8.5,14.8,173,,18.7,No Different than U.S. National Rate,14.7,22.9,46,,29.4,Worse than U.S. National Rate,25.6,33.2,362,,18.9,No Different than U.S. National Rate,15.4,23.2,178,
3701,,,,420068,TRMC OF ORANGEBURG & CALHOUN,3000 ST MATTHEWS RD BOX 1806,,,ORANGEBURG,SC,29115.0,ORANGEBURG,8035332460.0,14.6,No Different than U.S. National Rate,11.6,18.2,137,,11.5,No Different than U.S. National Rate,9.2,14.2,379,,12.2,No Different than U.S. National Rate,9.7,15.2,251,,20.5,No Different than U.S. National Rate,16.8,24.5,101,,25.6,No Different than U.S. National Rate,22.4,28.9,475,,21.5,No Different than U.S. National Rate,18.0,25.2,254,
3702,,,,420069,CLARENDON MEMORIAL HOSPITAL,10 HOSPITAL ST BOX 550,,,MANNING,SC,29102.0,CLARENDON,8034358463.0,Not Available,Number of Cases Too Small,Not Available,Not Available,17,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.0,No Different than U.S. National Rate,8.1,14.5,120,,10.8,No Different than U.S. National Rate,7.8,14.9,114,,Not Available,Number of Cases Too Small,Not Available,Not Available,12,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.6,No Different than U.S. National Rate,22.0,31.4,146,,18.9,No Different than U.S. National Rate,15.1,23.4,115,
3703,,,,420070,TUOMEY HEALTHCARE SYSTEM,129 N WASHINGTON ST,,,SUMTER,SC,29150.0,SUMTER,8037748900.0,13.9,No Different than U.S. National Rate,11.0,17.5,106,,10.6,No Different than U.S. National Rate,8.6,12.9,487,,12.3,No Different than U.S. National Rate,10.1,14.9,432,,19.0,No Different than U.S. National Rate,15.4,23.3,75,,25.0,No Different than U.S. National Rate,22.1,28.0,565,,17.6,No Different than U.S. National Rate,15.0,20.7,431,
3704,,,,420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,,,GREENWOOD,SC,29646.0,GREENWOOD,8642274111.0,14.1,No Different than U.S. National Rate,11.2,17.4,255,,13.7,No Different than U.S. National Rate,11.2,16.8,368,,14.4,No Different than U.S. National Rate,11.9,17.4,400,,18.4,No Different than U.S. National Rate,15.4,22.0,277,,24.0,No Different than U.S. National Rate,20.9,27.3,479,,18.4,No Different than U.S. National Rate,15.6,21.8,401,
3705,,,,420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,,,VARNVILLE,SC,29944.0,HAMPTON,8039432771.0,Not Available,Number of Cases Too Small,Not Available,Not Available,9,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.0,No Different than U.S. National Rate,9.2,17.9,65,,14.1,No Different than U.S. National Rate,10.2,19.5,86,,Not Available,Number of Cases Too Small,Not Available,Not Available,7,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.7,No Different than U.S. National Rate,20.1,29.7,79,,20.1,No Different than U.S. National Rate,15.8,25.0,85,
3706,,,,420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,,,WEST COLUMBIA,SC,29169.0,LEXINGTON,8037912000.0,16.3,No Different than U.S. National Rate,13.2,20.1,240,,12.6,No Different than U.S. National Rate,10.4,15.2,612,,15.2,Worse than U.S. National Rate,12.9,17.9,671,,20.1,No Different than U.S. National Rate,16.4,24.2,142,,24.2,No Different than U.S. National Rate,21.6,27.0,738,,18.9,No Different than U.S. National Rate,16.3,21.7,643,
3707,,,,420078,GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,,,GREENVILLE,SC,29605.0,GREENVILLE,8644557000.0,17.3,No Different than U.S. National Rate,14.8,20.0,651,,12.6,No Different than U.S. National Rate,10.9,14.8,870,,13.0,No Different than U.S. National Rate,11.1,15.2,667,,15.9,Better than U.S. National Rate,13.7,18.6,654,,19.7,Better than U.S. National Rate,17.6,22.2,1024,,16.7,No Different than U.S. National Rate,14.4,19.4,676,
3708,,,,420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,,,CHARLESTON,SC,29406.0,CHARLESTON,8437978800.0,17.1,No Different than U.S. National Rate,13.8,21.2,258,,13.7,No Different than U.S. National Rate,11.4,16.3,591,,13.6,No Different than U.S. National Rate,11.3,16.2,610,,19.8,No Different than U.S. National Rate,16.4,23.5,243,,22.5,No Different than U.S. National Rate,20.0,25.4,710,,20.5,No Different than U.S. National Rate,17.8,23.5,602,
3709,,,,420080,HILTON HEAD REGIONAL MEDICAL CENTER,25 HOSPITAL CENTER BLVD,,,HILTON HEAD ISLAND,SC,29925.0,BEAUFORT,8436816122.0,16.7,No Different than U.S. National Rate,12.9,21.2,120,,13.9,No Different than U.S. National Rate,11.0,17.3,287,,12.0,No Different than U.S. National Rate,9.3,15.4,308,,19.9,No Different than U.S. National Rate,15.9,24.7,128,,23.4,No Different than U.S. National Rate,19.9,27.2,357,,21.5,No Different than U.S. National Rate,18.0,25.1,325,
3710,,,,420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,,,AIKEN,SC,29801.0,AIKEN,8036415900.0,17.1,No Different than U.S. National Rate,13.5,21.0,170,,15.6,Worse than U.S. National Rate,12.5,19.0,336,,15.7,Worse than U.S. National Rate,12.9,18.9,376,,19.0,No Different than U.S. National Rate,15.5,23.1,174,,21.6,No Different than U.S. National Rate,18.6,25.1,386,,17.8,No Different than U.S. National Rate,15.2,21.1,372,
3711,,,,420083,MARY BLACK MEMORIAL HOSPITAL,1700 SKYLYN DR BOX 3217,,,SPARTANBURG,SC,29307.0,SPARTANBURG,8645733000.0,15.9,No Different than U.S. National Rate,12.1,20.9,38,,11.6,No Different than U.S. National Rate,9.1,14.9,225,,14.0,No Different than U.S. National Rate,11.2,17.3,326,,19.3,No Different than U.S. National Rate,15.2,24.4,29,,24.9,No Different than U.S. National Rate,21.3,28.9,263,,19.2,No Different than U.S. National Rate,16.0,22.7,328,
3712,,,,420085,GRAND STRAND REG MED CENTER,809 82ND PARKWAY BOX 7500,,,MYRTLE BEACH,SC,29577.0,HORRY,8436921100.0,14.2,No Different than U.S. National Rate,11.6,17.2,474,,11.1,No Different than U.S. National Rate,9.1,13.2,694,,10.8,No Different than U.S. National Rate,8.7,13.2,495,,20.3,No Different than U.S. National Rate,17.5,23.5,533,,24.3,No Different than U.S. National Rate,21.9,26.9,870,,21.6,Worse than U.S. National Rate,18.6,24.7,520,
3713,,,,420086,PALMETTO HEALTH BAPTIST,TAYLOR AT MARION,,,COLUMBIA,SC,29220.0,RICHLAND,8032965678.0,15.3,No Different than U.S. National Rate,11.6,19.9,44,,9.5,No Different than U.S. National Rate,7.2,12.5,179,,13.3,No Different than U.S. National Rate,10.5,16.5,270,,18.9,No Different than U.S. National Rate,14.8,23.6,29,,25.4,No Different than U.S. National Rate,21.6,29.7,218,,18.0,No Different than U.S. National Rate,14.7,21.8,269,
3714,,,,420087,ROPER HOSPITAL,316 CALHOUN ST,,,CHARLESTON,SC,29401.0,CHARLESTON,8437242800.0,16.2,No Different than U.S. National Rate,13.3,19.5,320,,10.3,No Different than U.S. National Rate,8.5,12.3,806,,10.6,No Different than U.S. National Rate,8.7,12.9,484,,18.5,No Different than U.S. National Rate,15.6,22.1,314,,22.0,Better than U.S. National Rate,19.9,24.5,1005,,17.4,No Different than U.S. National Rate,14.9,20.1,496,
3715,,,,420089,EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,,,MOUNT PLEASANT,SC,29464.0,CHARLESTON,8438810100.0,Not Available,Number of Cases Too Small,Not Available,Not Available,5,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.8,No Different than U.S. National Rate,9.8,16.4,142,,11.6,No Different than U.S. National Rate,8.9,15.2,185,,Not Available,Number of Cases Too Small,Not Available,Not Available,5,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.7,No Different than U.S. National Rate,19.7,28.1,168,,15.9,No Different than U.S. National Rate,12.7,19.8,190,
